storeId,storeName,dateCreated,itemsTotal,shipping,dutyTaxes,grandTotal,country
9,Darth Vader,2020-11-25 18:16:18,177.12,0,59.84,236.96,GB
8,Luke Skywalker,2020-11-25 18:16:27,764,0,277.95,1041.95,ES
5,Princess Leia,2020-11-25 18:16:35,27.2,7.99,0,35.19,FR
5,Princess Leia,2020-11-25 18:18:03,5,13.99,0,18.99,NL
5,Princess Leia,2020-11-25 18:18:16,46,7.99,0,53.99,FR
4,Wilhuff Tarkin,2020-11-25 18:19:10,70.4,16.95,4.4,91.75,CA
5,Princess Leia,2020-11-25 18:19:11,34,7.99,0,41.99,FR
8,Luke Skywalker,2020-11-25 18:19:34,522,0,0,522,NZ
5,Princess Leia,2020-11-25 18:20:02,20.3,7.99,0,28.29,FR
5,Princess Leia,2020-11-25 18:20:40,96.9,7.99,14.69,119.58,CA
9,Darth Vader,2020-11-25 18:21:08,38.24,0,15.68,53.92,GB
9,Darth Vader,2020-11-25 18:22:36,117.04,0,46.55,163.59,CA
4,Wilhuff Tarkin,2020-11-25 18:22:38,98,31.95,12.74,142.69,CA
5,Princess Leia,2020-11-25 18:23:11,30.98,7.99,0,38.97,FR
5,Princess Leia,2020-11-25 18:23:29,75.2,8.99,0,84.19,FR
9,Darth Vader,2020-11-25 18:23:31,106.93,0,12.49,119.42,CA
9,Darth Vader,2020-11-25 18:23:31,54.61,0,6.38,60.99,CA
9,Darth Vader,2020-11-25 18:25:08,70.81,0,27.25,98.06,GB
1,Han Solo,2020-11-25 18:25:08,65,19.99,13.6,98.59,DE
5,Princess Leia,2020-11-25 18:25:10,55,7.99,0,62.99,FR
5,Princess Leia,2020-11-25 18:26:19,105,8.99,0,113.99,FR
8,Luke Skywalker,2020-11-25 18:26:28,129,17.85,0,146.85,NZ
5,Princess Leia,2020-11-25 18:26:38,52,7.99,0,59.99,FR
2,Chewbacca,2020-11-25 18:27:29,1144.67,46.97,194.56,1386.2,CA
8,Luke Skywalker,2020-11-25 18:27:43,97,19.54,14.85,131.39,CA
6,R2-D2,2020-11-25 18:27:45,707.29,65.97,0,773.26,HK
9,Darth Vader,2020-11-25 18:28:51,56.58,0,8.8,65.38,CA
5,Princess Leia,2020-11-25 18:28:52,49,6.99,5.88,61.87,CA
8,Luke Skywalker,2020-11-25 18:29:02,129,15.92,29.86,174.78,GB
4,Wilhuff Tarkin,2020-11-25 18:30:08,38,16.95,5.69,60.64,CA
9,Darth Vader,2020-11-25 18:31:26,50.31,0,20.64,70.95,GB
9,Darth Vader,2020-11-25 18:33:48,56.79,0,7.37,64.16,CA
10,C-3PO,2020-11-25 18:34:04,135,19.41,0,154.41,GB
5,Princess Leia,2020-11-25 18:34:37,62,5.99,13.6,81.59,GB
5,Princess Leia,2020-11-25 18:34:41,37.4,19.99,0,57.39,DK
9,Darth Vader,2020-11-25 18:34:58,64.41,0,16.18,80.59,IE
8,Luke Skywalker,2020-11-25 18:35:42,99,20.87,12.12,131.99,CA
6,R2-D2,2020-11-25 18:37:07,737.25,34.99,137.2,909.44,CA
1,Han Solo,2020-11-25 18:38:07,53,9.99,6.36,69.35,CA
5,Princess Leia,2020-11-25 18:38:23,119,20.99,0,139.99,LU
3,Obi-Wan Kenobi,2020-11-25 18:39:03,65.9,59.29,13.57,138.76,CA
5,Princess Leia,2020-11-25 18:40:31,30,12.99,0,42.99,IL
5,Princess Leia,2020-11-25 18:40:56,48.8,7.99,0,56.79,FR
9,Darth Vader,2020-11-25 18:41:33,37.8,6.99,4.4,49.19,CA
3,Obi-Wan Kenobi,2020-11-25 18:41:48,563.7,220,123.48,907.18,CA
9,Darth Vader,2020-11-25 18:43:32,288.25,0,84.56,372.81,DE
3,Obi-Wan Kenobi,2020-11-25 18:45:37,90.85,62.72,0,153.57,BE
3,Obi-Wan Kenobi,2020-11-25 18:47:02,297.5,64.17,101.37,463.04,MX
5,Princess Leia,2020-11-25 18:49:15,99,7.99,0,106.99,ES
1,Han Solo,2020-11-25 18:49:20,104,0,24.96,128.96,FI
1,Han Solo,2020-11-25 18:49:58,203,0,50.75,253.75,NO
9,Darth Vader,2020-11-25 18:50:25,46.4,10,0,56.4,NZ
8,Luke Skywalker,2020-11-25 18:50:39,1001,0,0,1001,CA
8,Luke Skywalker,2020-11-25 18:51:09,383,15.92,122.12,521.04,DE
9,Darth Vader,2020-11-25 18:52:34,22.49,6.99,6.75,36.23,FR
8,Luke Skywalker,2020-11-25 18:52:48,94,59.55,0,153.55,NZ
5,Princess Leia,2020-11-25 18:53:05,47.9,7.99,0,55.89,FR
5,Princess Leia,2020-11-25 18:54:27,19,7.99,0,26.99,FR
9,Darth Vader,2020-11-25 18:54:45,81.87,0,10.87,92.74,CA
9,Darth Vader,2020-11-25 18:55:12,89,0,4.51,93.51,CA
9,Darth Vader,2020-11-25 18:55:18,50.83,0,11.4,62.23,DK
8,Luke Skywalker,2020-11-25 18:55:37,302,19.95,0,321.95,SA
8,Luke Skywalker,2020-11-25 18:55:40,79,18.71,9.67,107.38,CA
5,Princess Leia,2020-11-25 18:55:58,39,7.99,0,46.99,FR
6,R2-D2,2020-11-25 18:56:23,505.2,27.14,53,585.34,CA
5,Princess Leia,2020-11-25 18:56:51,19.68,13.99,0,33.67,PL
8,Luke Skywalker,2020-11-25 18:57:18,200.89,17.85,0,218.74,AU
5,Princess Leia,2020-11-25 18:57:27,99,7.99,12.87,119.86,CA
1,Han Solo,2020-11-25 18:57:43,147,0,23.52,170.52,DE
2,Chewbacca,2020-11-25 18:57:53,246.71,34.18,31.96,312.85,CA
9,Darth Vader,2020-11-25 18:58:26,97.49,0,23.32,120.81,FR
5,Princess Leia,2020-11-25 18:58:30,40,13.99,0,53.99,PL
5,Princess Leia,2020-11-25 18:58:49,32.8,7.99,0,40.79,FR
9,Darth Vader,2020-11-25 18:59:16,166.55,0,56.45,223,CA
1,Han Solo,2020-11-25 19:00:25,117,0,15.21,132.21,CA
1,Han Solo,2020-11-25 19:01:15,65,9.99,8.45,83.44,CA
5,Princess Leia,2020-11-25 19:01:27,99.98,8.99,0,108.97,ES
9,Darth Vader,2020-11-25 19:01:34,63.16,0,12.47,75.63,IT
5,Princess Leia,2020-11-25 19:01:53,77,7.99,11.05,96.04,CA
8,Luke Skywalker,2020-11-25 19:02:07,111,15.38,0,126.38,KR
1,Han Solo,2020-11-25 19:02:53,11,9.99,0,20.99,CA
5,Princess Leia,2020-11-25 19:03:45,41.8,7.99,0,49.79,FR
8,Luke Skywalker,2020-11-25 19:05:46,167,17.56,72.61,257.17,NO
1,Han Solo,2020-11-25 19:06:08,104,0,26,130,NO
9,Darth Vader,2020-11-25 19:06:47,60.07,0,10.77,70.84,CA
8,Luke Skywalker,2020-11-25 19:07:10,119,15.92,28.81,163.73,NL
1,Han Solo,2020-11-25 19:07:11,100,0,16,116,DE
8,Luke Skywalker,2020-11-25 19:07:35,123,27.81,38.33,189.14,DE
8,Luke Skywalker,2020-11-25 19:07:56,215,17.56,0,232.56,NO
9,Darth Vader,2020-11-25 19:08:19,63.08,0,7.37,70.45,CA
8,Luke Skywalker,2020-11-25 19:08:21,173,15.42,0,188.42,HK
5,Princess Leia,2020-11-25 19:10:36,83.98,13.99,0,97.97,IT
1,Han Solo,2020-11-25 19:11:35,65,19.99,17,101.99,GB
5,Princess Leia,2020-11-25 19:11:53,74.5,14.99,0,89.49,PL
8,Luke Skywalker,2020-11-25 19:11:53,146,15.42,0,161.42,SG
3,Obi-Wan Kenobi,2020-11-25 19:12:05,79.9,114.59,0,194.49,CH
8,Luke Skywalker,2020-11-25 19:12:23,637,0,0,637,GB
8,Luke Skywalker,2020-11-25 19:13:00,62,17.56,20.52,100.08,SE
1,Han Solo,2020-11-25 19:13:20,26,19.99,0,45.99,AU
8,Luke Skywalker,2020-11-25 19:14:03,292.19,17.85,0,310.04,AU
3,Obi-Wan Kenobi,2020-11-25 19:14:08,779.5,206.68,220.71,1206.89,DE
8,Luke Skywalker,2020-11-25 19:14:28,97,17.85,0,114.85,NZ
9,Darth Vader,2020-11-25 19:15:16,27.86,6.99,10.89,45.74,GB
9,Darth Vader,2020-11-25 19:15:18,47,6.99,15.84,69.83,GB
9,Darth Vader,2020-11-25 19:16:41,49.6,14.95,12.03,76.58,MX
1,Han Solo,2020-11-25 19:17:28,61,19.99,20.25,101.24,SE
5,Princess Leia,2020-11-25 19:18:38,64,7.99,0,71.99,FR
9,Darth Vader,2020-11-25 19:18:48,962.93,12,395.52,1370.45,GB
9,Darth Vader,2020-11-25 19:18:55,62.3,14.95,18.58,95.83,SI
9,Darth Vader,2020-11-25 19:19:23,43.03,6.99,9.55,59.57,ES
9,Darth Vader,2020-11-25 19:19:39,84.03,0,16.08,100.11,DE
9,Darth Vader,2020-11-25 19:19:52,53.63,0,20.62,74.25,GB
8,Luke Skywalker,2020-11-25 19:20:36,146.99,17.85,0,164.84,AU
5,Princess Leia,2020-11-25 19:23:00,120.55,14.99,0,135.54,PL
9,Darth Vader,2020-11-25 19:23:45,135,14.95,0,149.95,BR
5,Princess Leia,2020-11-25 19:23:54,22,7.99,0,29.99,FR
8,Luke Skywalker,2020-11-25 19:24:03,167,17.85,38.09,222.94,GB
8,Luke Skywalker,2020-11-25 19:25:46,167,15.38,0,182.38,KR
9,Darth Vader,2020-11-25 19:26:23,138.22,0,45.88,184.1,CA
8,Luke Skywalker,2020-11-25 19:28:01,292.19,17.85,0,310.04,AU
5,Princess Leia,2020-11-25 19:28:48,99,8.99,0,107.99,FR
8,Luke Skywalker,2020-11-25 19:28:49,197,15.92,75.46,288.38,GB
3,Obi-Wan Kenobi,2020-11-25 19:30:48,315.15,66.47,69.66,451.28,CA
5,Princess Leia,2020-11-25 19:30:53,12,7.99,0,19.99,FR
8,Luke Skywalker,2020-11-25 19:31:01,118,17.01,23.63,158.64,IL
5,Princess Leia,2020-11-25 19:32:05,107.5,8.99,0,116.49,FR
9,Darth Vader,2020-11-25 19:32:39,58.99,0,11.29,70.28,DE
9,Darth Vader,2020-11-25 19:32:44,247.48,0,101.57,349.05,GB
1,Han Solo,2020-11-25 19:33:00,38,19.99,9.28,67.27,DE
9,Darth Vader,2020-11-25 19:33:01,74.5,14.95,0,89.45,CH
3,Obi-Wan Kenobi,2020-11-25 19:33:47,339.25,73.2,96.27,508.72,CA
8,Luke Skywalker,2020-11-25 19:33:48,558,0,163.93,721.93,CA
9,Darth Vader,2020-11-25 19:34:07,44.12,6.99,10.67,61.78,IE
5,Princess Leia,2020-11-25 19:34:29,66,7.99,0,73.99,FR
9,Darth Vader,2020-11-25 19:34:47,33.6,6.99,6.74,47.33,DE
8,Luke Skywalker,2020-11-25 19:36:09,125,15.92,0,140.92,FR
8,Luke Skywalker,2020-11-25 19:37:06,114,15.92,26.76,156.68,GB
9,Darth Vader,2020-11-25 19:39:03,122.94,0,45.85,168.79,CA
9,Darth Vader,2020-11-25 19:39:06,34.76,6.99,6.21,47.96,CA
9,Darth Vader,2020-11-25 19:39:30,107,14.95,0,121.95,NO
8,Luke Skywalker,2020-11-25 19:39:36,216.29,17.85,0,234.14,AU
9,Darth Vader,2020-11-25 19:40:43,9.95,6.99,0,16.94,CA
9,Darth Vader,2020-11-25 19:41:00,43.04,6.99,10.45,60.48,ES
5,Princess Leia,2020-11-25 19:41:13,112.6,14.99,0,127.59,IT
1,Han Solo,2020-11-25 19:42:39,91,9.99,11.83,112.82,CA
4,Wilhuff Tarkin,2020-11-25 19:42:43,70.4,16.95,11.44,98.79,CA
9,Darth Vader,2020-11-25 19:42:46,154.47,0,59.41,213.88,GB
8,Luke Skywalker,2020-11-25 19:42:54,131.59,17.85,0,149.44,AU
9,Darth Vader,2020-11-25 19:42:55,22.8,14.95,0,37.75,IL
1,Han Solo,2020-11-25 19:43:36,105,0,0,105,AU
8,Luke Skywalker,2020-11-25 19:44:40,1415.7,0,0,1415.7,AU
1,Han Solo,2020-11-25 19:45:37,65,9.99,9.75,84.74,CA
9,Darth Vader,2020-11-25 19:46:22,134,14.95,23.07,172.02,IL
1,Han Solo,2020-11-25 19:46:25,65,9.99,9.75,84.74,CA
8,Luke Skywalker,2020-11-25 19:46:35,295.49,17.85,0,313.34,AU
2,Chewbacca,2020-11-25 19:46:50,979.48,42.42,137.8,1159.7,CA
5,Princess Leia,2020-11-25 19:47:44,73.4,8.99,0,82.39,FR
1,Han Solo,2020-11-25 19:47:48,67,9.99,8.71,85.7,CA
9,Darth Vader,2020-11-25 19:48:15,262.1,14.95,110.32,387.37,AT
1,Han Solo,2020-11-25 19:49:19,41,19.99,12.2,73.19,GB
9,Darth Vader,2020-11-25 19:49:23,97.91,0,12.52,110.43,CA
8,Luke Skywalker,2020-11-25 19:50:02,201.89,17.85,0,219.74,AU
5,Princess Leia,2020-11-25 19:51:21,26.58,6.99,0,33.57,CA
5,Princess Leia,2020-11-25 19:51:36,33,5.99,7.8,46.79,GB
5,Princess Leia,2020-11-25 19:51:58,83,20.99,0,103.99,HU
9,Darth Vader,2020-11-25 19:52:19,277.13,14.95,0,292.08,US
5,Princess Leia,2020-11-25 19:52:32,305,8.99,0,313.99,FR
5,Princess Leia,2020-11-25 19:52:59,30,7.99,0,37.99,CZ
8,Luke Skywalker,2020-11-25 19:53:08,79,15.92,15.55,110.47,DE
5,Princess Leia,2020-11-25 19:53:15,23,7.99,0,30.99,FR
9,Darth Vader,2020-11-25 19:53:34,233.11,10,69.58,312.69,CA
9,Darth Vader,2020-11-25 19:54:19,79.63,0,10.33,89.96,CA
5,Princess Leia,2020-11-25 19:54:51,32,19.99,0,51.99,BE
3,Obi-Wan Kenobi,2020-11-25 19:56:40,64.65,41.87,13.52,120.04,CA
8,Luke Skywalker,2020-11-25 19:56:42,210,17.56,82.43,309.99,ES
5,Princess Leia,2020-11-25 19:56:48,94,7.99,0,101.99,FR
5,Princess Leia,2020-11-25 19:57:14,63,8.99,0,71.99,FR
9,Darth Vader,2020-11-25 19:57:48,77.68,0,23.94,101.62,GB
3,Obi-Wan Kenobi,2020-11-25 19:58:07,39.9,109.99,17.86,167.75,AE
8,Luke Skywalker,2020-11-25 19:58:17,97,18.71,12.87,128.58,CA
8,Luke Skywalker,2020-11-25 19:58:30,100.79,17.85,0,118.64,AU
5,Princess Leia,2020-11-25 19:58:32,68.13,14.99,0,83.12,PL
8,Luke Skywalker,2020-11-25 19:58:39,711.7,0,0,711.7,AU
8,Luke Skywalker,2020-11-25 19:59:29,299.89,17.85,0,317.74,AU
1,Han Solo,2020-11-25 20:00:42,47,19.99,16.75,83.74,SE
5,Princess Leia,2020-11-25 20:02:24,34,7.99,0,41.99,FR
8,Luke Skywalker,2020-11-25 20:02:42,279,15.92,0,294.92,GB
8,Luke Skywalker,2020-11-25 20:02:42,68,18.71,0,86.71,CA
8,Luke Skywalker,2020-11-25 20:03:18,369,15.92,0,384.92,FR
9,Darth Vader,2020-11-25 20:04:27,185.34,0,69.13,254.47,CA
1,Han Solo,2020-11-25 20:04:44,54,19.99,17.76,91.75,FI
8,Luke Skywalker,2020-11-25 20:04:49,946.74,0,194.43,1141.17,AU
4,Wilhuff Tarkin,2020-11-25 20:04:52,58,18.95,7.54,84.49,CA
5,Princess Leia,2020-11-25 20:05:56,73.1,7.99,0,81.09,FR
8,Luke Skywalker,2020-11-25 20:06:20,147.86,59.55,0,207.41,AU
8,Luke Skywalker,2020-11-25 20:08:07,460.49,17.85,0,478.34,AU
1,Han Solo,2020-11-25 20:08:24,145,0,29,174,GB
5,Princess Leia,2020-11-25 20:08:37,31.2,6.99,1.95,40.14,CA
5,Princess Leia,2020-11-25 20:08:38,19,7.99,0,26.99,FR
9,Darth Vader,2020-11-25 20:08:51,73.46,0,17.29,90.75,ES
9,Darth Vader,2020-11-25 20:09:24,57.8,0,3.24,61.04,CA
8,Luke Skywalker,2020-11-25 20:10:11,124,17.56,0,141.56,SE
8,Luke Skywalker,2020-11-25 20:10:30,192,17.85,0,209.85,NZ
5,Princess Leia,2020-11-25 20:10:36,192,8.99,0,200.99,FR
1,Han Solo,2020-11-25 20:10:40,58,19.99,12.44,90.43,DE
8,Luke Skywalker,2020-11-25 20:11:28,185.49,17.85,0,203.34,AU
6,R2-D2,2020-11-25 20:11:40,657.3,32.39,180.99,870.68,FR
5,Princess Leia,2020-11-25 20:11:47,54.4,7.99,0,62.39,FR
4,Wilhuff Tarkin,2020-11-25 20:12:24,78.4,31.95,12.74,123.09,CA
5,Princess Leia,2020-11-25 20:13:03,99,14.99,0,113.99,PL
8,Luke Skywalker,2020-11-25 20:13:39,179,20.93,80.15,280.08,FI
8,Luke Skywalker,2020-11-25 20:13:42,456,19.54,155.08,630.62,CA
9,Darth Vader,2020-11-25 20:15:24,87.46,0,14.7,102.16,CA
5,Princess Leia,2020-11-25 20:15:28,82.45,14.99,0,97.44,NL
4,Wilhuff Tarkin,2020-11-25 20:15:32,108,31.95,19.84,159.79,CA
8,Luke Skywalker,2020-11-25 20:16:06,139.19,17.85,0,157.04,AU
3,Obi-Wan Kenobi,2020-11-25 20:18:17,286.3,84.79,0,371.09,DE
5,Princess Leia,2020-11-25 20:18:32,26.4,7.99,0,34.39,FR
5,Princess Leia,2020-11-25 20:19:15,11.9,8.99,0,20.89,SE
4,Wilhuff Tarkin,2020-11-25 20:19:55,78.4,31.95,12.74,123.09,CA
9,Darth Vader,2020-11-25 20:20:00,60.54,0,3.63,64.17,CA
9,Darth Vader,2020-11-25 20:20:04,12.46,6.99,0,19.45,IT
5,Princess Leia,2020-11-25 20:20:05,40.8,13.99,0,54.79,DE
8,Luke Skywalker,2020-11-25 20:20:27,139.29,17.85,0,157.14,AU
7,Wedge Antilles,2020-11-25 20:20:58,38,30,0,68,NZ
5,Princess Leia,2020-11-25 20:22:24,8.5,12.99,0,21.49,IL
8,Luke Skywalker,2020-11-25 20:22:35,224.86,59.55,0,284.41,AU
4,Wilhuff Tarkin,2020-11-25 20:23:17,164,53.95,25.42,243.37,CA
9,Darth Vader,2020-11-25 20:23:56,13.23,6.99,3.75,23.97,FR
8,Luke Skywalker,2020-11-25 20:24:31,179,19.54,63.71,262.25,CA
1,Han Solo,2020-11-25 20:25:09,65,9.99,9.74,84.73,CA
8,Luke Skywalker,2020-11-25 20:25:24,289.99,17.85,0,307.84,AU
8,Luke Skywalker,2020-11-25 20:25:25,143,21.09,0,164.09,PE
8,Luke Skywalker,2020-11-25 20:25:39,162.39,17.85,0,180.24,AU
9,Darth Vader,2020-11-25 20:25:46,57,0,17.65,74.65,GB
5,Princess Leia,2020-11-25 20:25:47,50,7.99,0,57.99,FR
9,Darth Vader,2020-11-25 20:25:52,211.5,14.95,0,226.45,TR
1,Han Solo,2020-11-25 20:26:06,150,9.99,7.5,167.49,CA
8,Luke Skywalker,2020-11-25 20:26:30,255.89,17.85,0,273.74,AU
8,Luke Skywalker,2020-11-25 20:27:52,636.9,0,0,636.9,AU
9,Darth Vader,2020-11-25 20:28:04,45.65,6.99,15.42,68.06,GB
1,Han Solo,2020-11-25 20:28:12,25,9.99,0,34.99,CA
5,Princess Leia,2020-11-25 20:28:16,15,7.99,0,22.99,FR
9,Darth Vader,2020-11-25 20:29:30,261.97,14.95,0,276.92,US
1,Han Solo,2020-11-25 20:30:51,155,0,32.55,187.55,BE
8,Luke Skywalker,2020-11-25 20:32:14,546.69,21.88,0,568.57,AU
8,Luke Skywalker,2020-11-25 20:32:33,287,24.54,107.82,419.36,NO
9,Darth Vader,2020-11-25 20:33:12,73.86,0,9.13,82.99,CA
9,Darth Vader,2020-11-25 20:33:13,225.2,0,64.92,290.12,CA
5,Princess Leia,2020-11-25 20:33:21,36.55,7.99,0,44.54,FR
8,Luke Skywalker,2020-11-25 20:33:43,124,15.92,28.82,168.74,GB
9,Darth Vader,2020-11-25 20:34:31,121.81,0,41.71,163.52,GB
9,Darth Vader,2020-11-25 20:35:21,54.6,0,15.24,69.84,SE
2,Chewbacca,2020-11-25 20:36:35,1269.9,58.3,108.11,1436.31,CA
3,Obi-Wan Kenobi,2020-11-25 20:36:37,219.85,36.68,55.78,312.31,CA
8,Luke Skywalker,2020-11-25 20:36:46,185.49,17.85,0,203.34,AU
8,Luke Skywalker,2020-11-25 20:38:29,74,18.71,9.06,101.77,CA
9,Darth Vader,2020-11-25 20:38:34,70.61,0,13.52,84.13,DE
1,Han Solo,2020-11-25 20:38:48,100,0,21,121,NL
1,Han Solo,2020-11-25 20:38:51,23,9.99,0,32.99,CA
9,Darth Vader,2020-11-25 20:39:29,31.49,6.99,12.12,50.6,GB
9,Darth Vader,2020-11-25 20:39:42,53.43,0,12.58,66.01,BE
9,Darth Vader,2020-11-25 20:40:36,50,0,5.85,55.85,CA
5,Princess Leia,2020-11-25 20:41:31,49,13.99,0,62.99,IT
5,Princess Leia,2020-11-25 20:43:47,100.4,8.99,0,109.39,FR
5,Princess Leia,2020-11-25 20:44:28,96.05,5.99,24.81,126.85,GB
1,Han Solo,2020-11-25 20:44:45,96,19.99,26.72,142.71,PL
1,Han Solo,2020-11-25 20:45:05,155,0,32.55,187.55,BE
5,Princess Leia,2020-11-25 20:45:10,66,7.99,0,73.99,FR
9,Darth Vader,2020-11-25 20:45:59,65.25,0,8.79,74.04,CA
8,Luke Skywalker,2020-11-25 20:46:28,192.09,17.85,0,209.94,AU
4,Wilhuff Tarkin,2020-11-25 20:47:15,43,16.95,5.16,65.11,CA
8,Luke Skywalker,2020-11-25 20:48:33,423.49,21.88,0,445.37,AU
5,Princess Leia,2020-11-25 20:49:07,45.05,7.99,0,53.04,FR
5,Princess Leia,2020-11-25 20:49:07,30,7.99,0,37.99,FR
8,Luke Skywalker,2020-11-25 20:49:18,654,0,0,654,NZ
5,Princess Leia,2020-11-25 20:49:25,67.6,7.99,12.29,87.88,CA
8,Luke Skywalker,2020-11-25 20:49:59,88.69,17.85,0,106.54,AU
9,Darth Vader,2020-11-25 20:50:14,103.2,14.95,31.72,149.87,PT
5,Princess Leia,2020-11-25 20:50:28,19,6.99,0,25.99,CA
8,Luke Skywalker,2020-11-25 20:50:46,281.09,17.85,0,298.94,AU
5,Princess Leia,2020-11-25 20:51:11,99,14.99,0,113.99,NL
8,Luke Skywalker,2020-11-25 20:51:23,160,18.71,0,178.71,CA
9,Darth Vader,2020-11-25 20:51:28,76.32,0,17.97,94.29,NL
9,Darth Vader,2020-11-25 20:51:39,58.39,0,11.53,69.92,IT
1,Han Solo,2020-11-25 20:52:27,65,9.99,8.45,83.44,CA
9,Darth Vader,2020-11-25 20:53:41,107.7,0,12.58,120.28,CA
8,Luke Skywalker,2020-11-25 20:54:04,368.09,17.85,0,385.94,AU
4,Wilhuff Tarkin,2020-11-25 20:54:20,98,31.95,11.76,141.71,CA
5,Princess Leia,2020-11-25 20:54:55,46,13.99,0,59.99,PL
8,Luke Skywalker,2020-11-25 20:55:16,174,17.56,49.09,240.65,DK
8,Luke Skywalker,2020-11-25 20:55:16,266.66,59.55,0,326.21,AU
3,Obi-Wan Kenobi,2020-11-25 20:55:46,59.95,45.47,0,105.42,AU
9,Darth Vader,2020-11-25 20:55:47,84.75,0,21.36,106.11,IE
4,Wilhuff Tarkin,2020-11-25 20:56:02,88,16.95,11.44,116.39,CA
5,Princess Leia,2020-11-25 20:56:13,89.2,6.99,22.19,118.38,GB
1,Han Solo,2020-11-25 20:56:16,105,0,22.05,127.05,BE
5,Princess Leia,2020-11-25 20:58:08,34,5.99,9.2,49.19,GB
5,Princess Leia,2020-11-25 20:58:30,46,7.99,0,53.99,FR
8,Luke Skywalker,2020-11-25 20:59:28,248,20.21,95.15,363.36,GB
1,Han Solo,2020-11-25 21:00:30,110,0,13.2,123.2,CA
7,Wedge Antilles,2020-11-25 21:01:27,150,30,42.86,222.86,CH
9,Darth Vader,2020-11-25 21:01:37,85.08,0,4.25,89.33,CA
8,Luke Skywalker,2020-11-25 21:02:12,385.69,17.85,0,403.54,AU
9,Darth Vader,2020-11-25 21:03:16,82.3,0,20.66,102.96,ES
9,Darth Vader,2020-11-25 21:03:41,50.14,6.99,8.31,65.44,DE
1,Han Solo,2020-11-25 21:05:19,102,0,15.3,117.3,CA
5,Princess Leia,2020-11-25 21:05:52,40.8,12.99,0,53.79,IL
9,Darth Vader,2020-11-25 21:06:04,111.6,14.95,0,126.55,NO
9,Darth Vader,2020-11-25 21:06:07,52.5,10,6.15,68.65,CA
8,Luke Skywalker,2020-11-25 21:06:35,395.59,17.85,0,413.44,AU
4,Wilhuff Tarkin,2020-11-25 21:09:02,79.38,31.95,12.74,124.07,CA
9,Darth Vader,2020-11-25 21:09:19,59.4,0,7.81,67.21,CA
9,Darth Vader,2020-11-25 21:09:51,67.71,14.95,0,82.66,NO
9,Darth Vader,2020-11-25 21:10:23,56.58,0,8.8,65.38,CA
5,Princess Leia,2020-11-25 21:10:33,28.8,13.99,0,42.79,PT
9,Darth Vader,2020-11-25 21:11:27,131.34,0,46.62,177.96,GB
5,Princess Leia,2020-11-25 21:11:44,105.2,8.99,0,114.19,FR
9,Darth Vader,2020-11-25 21:12:50,231.39,0,67.63,299.02,CA
1,Han Solo,2020-11-25 21:12:56,13,9.99,0,22.99,CA
9,Darth Vader,2020-11-25 21:13:43,65.26,0,9.52,74.78,CA
9,Darth Vader,2020-11-25 21:15:26,68.69,0,9.87,78.56,CA
9,Darth Vader,2020-11-25 21:16:36,57.64,0,2.59,60.23,CA
5,Princess Leia,2020-11-25 21:17:20,56.2,7.99,0,64.19,FR
5,Princess Leia,2020-11-25 21:17:29,40.8,7.99,0,48.79,FR
1,Han Solo,2020-11-25 21:17:58,145,0,11.17,156.17,CH
5,Princess Leia,2020-11-25 21:18:07,123,15.99,0,138.99,IT
8,Luke Skywalker,2020-11-25 21:19:35,229,24.93,86.56,340.49,CA
8,Luke Skywalker,2020-11-25 21:19:46,115,15.92,0,130.92,GB
5,Princess Leia,2020-11-25 21:20:15,109,8.99,0,117.99,CZ
9,Darth Vader,2020-11-25 21:21:57,49.5,0,7.13,56.63,CA
9,Darth Vader,2020-11-25 21:22:04,41.6,0,7.49,49.09,DE
5,Princess Leia,2020-11-25 21:22:09,5.4,13.99,0,19.39,LV
9,Darth Vader,2020-11-25 21:22:48,23.46,6.99,0,30.45,CA
5,Princess Leia,2020-11-25 21:22:54,25.5,6.99,0,32.49,CA
5,Princess Leia,2020-11-25 21:23:50,35,7.99,0,42.99,ES
1,Han Solo,2020-11-25 21:23:53,122,0,15.86,137.86,CA
9,Darth Vader,2020-11-25 21:24:09,66.38,0,9.54,75.92,CA
9,Darth Vader,2020-11-25 21:24:26,186.92,0,63.15,250.07,GB
9,Darth Vader,2020-11-25 21:24:36,54.33,0,22.28,76.61,GB
8,Luke Skywalker,2020-11-25 21:26:10,109,17.85,0,126.85,NZ
9,Darth Vader,2020-11-25 21:26:48,73.65,0,22.7,96.35,GB
1,Han Solo,2020-11-25 21:27:30,69,19.99,18.69,107.68,NL
5,Princess Leia,2020-11-25 21:28:19,38.25,5.99,10.2,54.44,GB
9,Darth Vader,2020-11-25 21:29:45,72.64,0,9.79,82.43,CA
8,Luke Skywalker,2020-11-25 21:31:00,118,18.71,0,136.71,CA
9,Darth Vader,2020-11-25 21:31:15,106.89,0,39.82,146.71,CA
8,Luke Skywalker,2020-11-25 21:31:57,657.8,0,0,657.8,AU
9,Darth Vader,2020-11-25 21:32:04,192.09,0,69.1,261.19,CA
9,Darth Vader,2020-11-25 21:32:11,29.29,6.99,0,36.28,CA
5,Princess Leia,2020-11-25 21:34:59,15,7.99,0,22.99,FR
8,Luke Skywalker,2020-11-25 21:35:45,149,15.92,0,164.92,FR
4,Wilhuff Tarkin,2020-11-25 21:36:43,98,31.95,12.74,142.69,CA
1,Han Solo,2020-11-25 21:36:56,113,0,14.69,127.69,CA
